Product Name,Parent SKU,EAN,Color,Size,Price EUR,Gender,Category,Composition,Description,Features,Weight,URL
Giacca impermeabile da uomo ripiegabile con cappuccio,35Z2487,8050243730280,Black Blue,46,99.99,Man,Winter jackets,MAIN FABRIC 92% NYLON 8% ELASTANE; PADDING 100% POLYESTER; TUMBLE DRY AT MAX 60° C; DO NOT BLEACH; DELICATE WASH AT MAX 30°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Men's water repellent packable jacket with a fixed hood; coming in extra-light stretch nylon, it is ideal for wearing also as a second layer, under the shell jacket. It has Feel Warm flat padding and an external treatment that makes it water-repellent. A lightweight piece that can be easily folded and packed comfortably in your backpack or suitcase. The front zip features a windproof and anti-friction flap. Two side zip pockets.",4-way stretch; Multifunction; Packable; Feel Warm Flat gr.60; Water Repellent; Extralight,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityUNLIMITECH",https://www.cmpsport.com/ww/men-s-water-repellent-packable-jacket-with-hood-35z2487
Giacca impermeabile da uomo ripiegabile con cappuccio,35Z2487,8050243730310,Black Blue,48,99.99,Man,Winter jackets,MAIN FABRIC 92% NYLON 8% ELASTANE; PADDING 100% POLYESTER; TUMBLE DRY AT MAX 60° C; DO NOT BLEACH; DELICATE WASH AT MAX 30°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Men's water repellent packable jacket with a fixed hood; coming in extra-light stretch nylon, it is ideal for wearing also as a second layer, under the shell jacket. It has Feel Warm flat padding and an external treatment that makes it water-repellent. A lightweight piece that can be easily folded and packed comfortably in your backpack or suitcase. The front zip features a windproof and anti-friction flap. Two side zip pockets.",4-way stretch; Multifunction; Packable; Feel Warm Flat gr.60; Water Repellent; Extralight,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityUNLIMITECH",https://www.cmpsport.com/ww/men-s-water-repellent-packable-jacket-with-hood-35z2487
Giacca impermeabile da uomo ripiegabile con cappuccio,35Z2487,8050243730341,Black Blue,50,99.99,Man,Winter jackets,MAIN FABRIC 92% NYLON 8% ELASTANE; PADDING 100% POLYESTER; TUMBLE DRY AT MAX 60° C; DO NOT BLEACH; DELICATE WASH AT MAX 30°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Men's water repellent packable jacket with a fixed hood; coming in extra-light stretch nylon, it is ideal for wearing also as a second layer, under the shell jacket. It has Feel Warm flat padding and an external treatment that makes it water-repellent. A lightweight piece that can be easily folded and packed comfortably in your backpack or suitcase. The front zip features a windproof and anti-friction flap. Two side zip pockets.",4-way stretch; Multifunction; Packable; Feel Warm Flat gr.60; Water Repellent; Extralight,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityUNLIMITECH",https://www.cmpsport.com/ww/men-s-water-repellent-packable-jacket-with-hood-35z2487
Giacca impermeabile da uomo ripiegabile con cappuccio,35Z2487,8050243730372,Black Blue,52,99.99,Man,Winter jackets,MAIN FABRIC 92% NYLON 8% ELASTANE; PADDING 100% POLYESTER; TUMBLE DRY AT MAX 60° C; DO NOT BLEACH; DELICATE WASH AT MAX 30°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Men's water repellent packable jacket with a fixed hood; coming in extra-light stretch nylon, it is ideal for wearing also as a second layer, under the shell jacket. It has Feel Warm flat padding and an external treatment that makes it water-repellent. A lightweight piece that can be easily folded and packed comfortably in your backpack or suitcase. The front zip features a windproof and anti-friction flap. Two side zip pockets.",4-way stretch; Multifunction; Packable; Feel Warm Flat gr.60; Water Repellent; Extralight,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityUNLIMITECH",https://www.cmpsport.com/ww/men-s-water-repellent-packable-jacket-with-hood-35z2487
Giacca impermeabile da uomo ripiegabile con cappuccio,35Z2487,8050243730402,Black Blue,54,99.99,Man,Winter jackets,MAIN FABRIC 92% NYLON 8% ELASTANE; PADDING 100% POLYESTER; TUMBLE DRY AT MAX 60° C; DO NOT BLEACH; DELICATE WASH AT MAX 30°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Men's water repellent packable jacket with a fixed hood; coming in extra-light stretch nylon, it is ideal for wearing also as a second layer, under the shell jacket. It has Feel Warm flat padding and an external treatment that makes it water-repellent. A lightweight piece that can be easily folded and packed comfortably in your backpack or suitcase. The front zip features a windproof and anti-friction flap. Two side zip pockets.",4-way stretch; Multifunction; Packable; Feel Warm Flat gr.60; Water Repellent; Extralight,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityUNLIMITECH",https://www.cmpsport.com/ww/men-s-water-repellent-packable-jacket-with-hood-35z2487
Giacca impermeabile da uomo ripiegabile con cappuccio,35Z2487,8050243730433,Black Blue,56,99.99,Man,Winter jackets,MAIN FABRIC 92% NYLON 8% ELASTANE; PADDING 100% POLYESTER; TUMBLE DRY AT MAX 60° C; DO NOT BLEACH; DELICATE WASH AT MAX 30°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Men's water repellent packable jacket with a fixed hood; coming in extra-light stretch nylon, it is ideal for wearing also as a second layer, under the shell jacket. It has Feel Warm flat padding and an external treatment that makes it water-repellent. A lightweight piece that can be easily folded and packed comfortably in your backpack or suitcase. The front zip features a windproof and anti-friction flap. Two side zip pockets.",4-way stretch; Multifunction; Packable; Feel Warm Flat gr.60; Water Repellent; Extralight,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityUNLIMITECH",https://www.cmpsport.com/ww/men-s-water-repellent-packable-jacket-with-hood-35z2487
Giacca impermeabile da uomo ripiegabile con cappuccio,35Z2487,8050243730464,Black Blue,58,99.99,Man,Winter jackets,MAIN FABRIC 92% NYLON 8% ELASTANE; PADDING 100% POLYESTER; TUMBLE DRY AT MAX 60° C; DO NOT BLEACH; DELICATE WASH AT MAX 30°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Men's water repellent packable jacket with a fixed hood; coming in extra-light stretch nylon, it is ideal for wearing also as a second layer, under the shell jacket. It has Feel Warm flat padding and an external treatment that makes it water-repellent. A lightweight piece that can be easily folded and packed comfortably in your backpack or suitcase. The front zip features a windproof and anti-friction flap. Two side zip pockets.",4-way stretch; Multifunction; Packable; Feel Warm Flat gr.60; Water Repellent; Extralight,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityUNLIMITECH",https://www.cmpsport.com/ww/men-s-water-repellent-packable-jacket-with-hood-35z2487
Giacca impermeabile da uomo ripiegabile con cappuccio,35Z2487,8050243730273,MUSK,46,99.99,Man,Winter jackets,MAIN FABRIC 92% NYLON 8% ELASTANE; PADDING 100% POLYESTER; TUMBLE DRY AT MAX 60° C; DO NOT BLEACH; DELICATE WASH AT MAX 30°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Men's water repellent packable jacket with a fixed hood; coming in extra-light stretch nylon, it is ideal for wearing also as a second layer, under the shell jacket. It has Feel Warm flat padding and an external treatment that makes it water-repellent. A lightweight piece that can be easily folded and packed comfortably in your backpack or suitcase. The front zip features a windproof and anti-friction flap. Two side zip pockets.",4-way stretch; Multifunction; Packable; Feel Warm Flat gr.60; Water Repellent; Extralight,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityUNLIMITECH",https://www.cmpsport.com/ww/men-s-water-repellent-packable-jacket-with-hood-35z2487
Giacca impermeabile da uomo ripiegabile con cappuccio,35Z2487,8050243730303,MUSK,48,99.99,Man,Winter jackets,MAIN FABRIC 92% NYLON 8% ELASTANE; PADDING 100% POLYESTER; TUMBLE DRY AT MAX 60° C; DO NOT BLEACH; DELICATE WASH AT MAX 30°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Men's water repellent packable jacket with a fixed hood; coming in extra-light stretch nylon, it is ideal for wearing also as a second layer, under the shell jacket. It has Feel Warm flat padding and an external treatment that makes it water-repellent. A lightweight piece that can be easily folded and packed comfortably in your backpack or suitcase. The front zip features a windproof and anti-friction flap. Two side zip pockets.",4-way stretch; Multifunction; Packable; Feel Warm Flat gr.60; Water Repellent; Extralight,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityUNLIMITECH",https://www.cmpsport.com/ww/men-s-water-repellent-packable-jacket-with-hood-35z2487
Giacca impermeabile da uomo ripiegabile con cappuccio,35Z2487,8050243730334,MUSK,50,99.99,Man,Winter jackets,MAIN FABRIC 92% NYLON 8% ELASTANE; PADDING 100% POLYESTER; TUMBLE DRY AT MAX 60° C; DO NOT BLEACH; DELICATE WASH AT MAX 30°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Men's water repellent packable jacket with a fixed hood; coming in extra-light stretch nylon, it is ideal for wearing also as a second layer, under the shell jacket. It has Feel Warm flat padding and an external treatment that makes it water-repellent. A lightweight piece that can be easily folded and packed comfortably in your backpack or suitcase. The front zip features a windproof and anti-friction flap. Two side zip pockets.",4-way stretch; Multifunction; Packable; Feel Warm Flat gr.60; Water Repellent; Extralight,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityUNLIMITECH",https://www.cmpsport.com/ww/men-s-water-repellent-packable-jacket-with-hood-35z2487
