Product Name,Parent SKU,EAN,Color,Size,Price EUR,Gender,Category,Composition,Description,Features,Weight,URL
T-shirt in Performance Merino da uomo,32T7177,8050243479264,RUGGINE,54,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8050243479288,RUGGINE,56,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8050243549400,GREY MEL-GRAFFITE,50,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8050243549431,GREY MEL-GRAFFITE,52,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8050243549462,GREY MEL-GRAFFITE,54,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8050243549493,GREY MEL-GRAFFITE,56,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8050243549486,SAGE,56,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8050243479318,OCEAN,58,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8059342101212,Melange Grey,46,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8059342101236,Melange Grey,48,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8059342101250,Melange Grey,50,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8059342101274,Melange Grey,52,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8059342101298,Melange Grey,54,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8059342101311,Melange Grey,56,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8059342101335,Melange Grey,58,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8050243549356,ANTRACITE-GREY,46,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8050243549387,ANTRACITE-GREY,48,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8050243549417,ANTRACITE-GREY,50,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8050243549448,ANTRACITE-GREY,52,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8050243549479,ANTRACITE-GREY,54,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8050243549509,ANTRACITE-GREY,56,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8050243549530,ANTRACITE-GREY,58,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8059342991530,OIL GREEN,46,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8059342991561,OIL GREEN,48,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8059342991592,OIL GREEN,50,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8059342991622,OIL GREEN,52,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8059342991653,OIL GREEN,54,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8059342991684,OIL GREEN,56,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8059342991714,OIL GREEN,58,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
T-shirt in Performance Merino da uomo,32T7177,8058949778759,Blue River,46,99.99,Man,Hiking,50% POLYESTER 50% WOOL (MERINO); HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; HAND WASH ONLY; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Performance merino crew-neck T-shirt, for those looking for a garment with excellent performance and made from natural materials. A fabric with great thermal and breathable properties, thanks to the combination of the technical performance of synthetic fibers with the insulating capacity of merino wool. A soft and comfortable garment to wear on all your adventures in the warmer season. Suitable for leisure time as well as for city walks.",Highly functional; Quick drying; Soft and confy feel; Light and breathable fabric; Dry function; Oeko-Tex®; Performance Merino,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",https://www.cmpsport.com/ww/men-s-performance-merino-t-shirt-32t7177
